,Date,Location,Tour,Track,Album
2992,"December 12, 2012 ","Leisure Valley, Gurgaon, India",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3003,"December 9, 2012 ","MMRDA Grounds Bandra-Kurla Complex, Mumbai, India",Appetite for Democracy,Estranged,Use Your Illusion II
3013,"December 9, 2012 ","MMRDA Grounds Bandra-Kurla Complex, Mumbai, India",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3019,"December 9, 2012 ","MMRDA Grounds Bandra-Kurla Complex, Mumbai, India",Appetite for Democracy,Civil War,Use Your Illusion II
3021,"December 9, 2012 ","MMRDA Grounds Bandra-Kurla Complex, Mumbai, India",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3032,"December 7, 2012 ","Bhartiya City, Bangalore, India",Appetite for Democracy,Estranged,Use Your Illusion II
3043,"December 7, 2012 ","Bhartiya City, Bangalore, India",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3050,"December 7, 2012 ","Bhartiya City, Bangalore, India",Appetite for Democracy,Civil War,Use Your Illusion II
3051,"December 7, 2012 ","Bhartiya City, Bangalore, India",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3061,"November 24, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3071,"November 24, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3072,"November 24, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,14 Years,Use Your Illusion II
3079,"November 24, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3081,"November 24, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3092,"November 23, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3102,"November 23, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,14 Years,Use Your Illusion II
3103,"November 23, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3110,"November 23, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3111,"November 23, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3123,"November 21, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3133,"November 21, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3139,"November 21, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3141,"November 21, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3152,"November 18, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3162,"November 18, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3169,"November 18, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3170,"November 18, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3181,"November 17, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3191,"November 17, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3198,"November 17, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3199,"November 17, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3210,"November 14, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3220,"November 14, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3226,"November 14, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3227,"November 14, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3239,"November 10, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3249,"November 10, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3258,"November 10, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3259,"November 10, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3271,"November 9, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3280,"November 9, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3288,"November 9, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3290,"November 9, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3302,"November 7, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3312,"November 7, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3321,"November 7, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3322,"November 7, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3333,"November 3, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3341,"November 3, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3350,"November 3, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3351,"November 3, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3362,"November 2, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3371,"November 2, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3380,"November 2, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3382,"November 2, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3392,"October 31, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Estranged,Use Your Illusion II
3401,"October 31, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
3408,"October 31, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Civil War,Use Your Illusion II
3409,"October 31, 2012 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
3436,"July 22, 2012 ","Son Fusteret, Mallorca, Spain",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3442,"July 22, 2012 ","Son Fusteret, Mallorca, Spain",2012 Europe & Israel Tour,14 Years,Use Your Illusion II
3447,"July 22, 2012 ","Son Fusteret, Mallorca, Spain",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3453,"July 22, 2012 ","Son Fusteret, Mallorca, Spain",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3454,"July 22, 2012 ","Son Fusteret, Mallorca, Spain",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3468,"July 21, 2012 ","Unknown Venue, Saint-Tropez, France",,14 Years,Use Your Illusion II
3471,"July 21, 2012 ","Unknown Venue, Saint-Tropez, France",,Estranged,Use Your Illusion II
3478,"July 21, 2012 ","Unknown Venue, Saint-Tropez, France",,Knockin' on Heaven's Door,Use Your Illusion II
3487,"July 20, 2012 ","Benicàssim Castellón, Valencia, Spain",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3497,"July 20, 2012 ","Benicàssim Castellón, Valencia, Spain",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3503,"July 20, 2012 ","Benicàssim Castellón, Valencia, Spain",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3505,"July 20, 2012 ","Benicàssim Castellón, Valencia, Spain",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3519,"July 17, 2012 ","Spaladium Arena, Split, Croatia",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3528,"July 17, 2012 ","Spaladium Arena, Split, Croatia",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3535,"July 17, 2012 ","Spaladium Arena, Split, Croatia",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3536,"July 17, 2012 ","Spaladium Arena, Split, Croatia",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3550,"July 15, 2012 ","Petrovaradin, Novi Sad, Serbia",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3561,"July 15, 2012 ","Petrovaradin, Novi Sad, Serbia",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3567,"July 15, 2012 ","Petrovaradin, Novi Sad, Serbia",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3568,"July 15, 2012 ","Petrovaradin, Novi Sad, Serbia",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3582,"July 13, 2012 ","Letisko, Piešťany, Slovakia",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3591,"July 13, 2012 ","Letisko, Piešťany, Slovakia",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3597,"July 13, 2012 ","Letisko, Piešťany, Slovakia",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3598,"July 13, 2012 ","Letisko, Piešťany, Slovakia",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3610,"July 11, 2012 ","Stadion Miejski, Rybnik, Poland",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3618,"July 11, 2012 ","Stadion Miejski, Rybnik, Poland",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3624,"July 11, 2012 ","Stadion Miejski, Rybnik, Poland",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3625,"July 11, 2012 ","Stadion Miejski, Rybnik, Poland",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3637,"July 8, 2012 ","Vasil Levski Stadium, Sofia, Bulgaria",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3647,"July 8, 2012 ","Vasil Levski Stadium, Sofia, Bulgaria",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3653,"July 8, 2012 ","Vasil Levski Stadium, Sofia, Bulgaria",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3654,"July 8, 2012 ","Vasil Levski Stadium, Sofia, Bulgaria",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3669,"July 6, 2012 ","Parkorman, Istanbul, Turkey",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3679,"July 6, 2012 ","Parkorman, Istanbul, Turkey",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3685,"July 6, 2012 ","Parkorman, Istanbul, Turkey",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3686,"July 6, 2012 ","Parkorman, Istanbul, Turkey",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3697,"July 3, 2012 ","Park HaYarkon, Tel Aviv, Israel",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3707,"July 3, 2012 ","Park HaYarkon, Tel Aviv, Israel",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3713,"July 3, 2012 ","Park HaYarkon, Tel Aviv, Israel",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3714,"July 3, 2012 ","Park HaYarkon, Tel Aviv, Israel",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3725,"July 1, 2012 ","Romexpo, Bucharest, Romania",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3734,"July 1, 2012 ","Romexpo, Bucharest, Romania",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3740,"July 1, 2012 ","Romexpo, Bucharest, Romania",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3743,"July 1, 2012 ","Romexpo, Bucharest, Romania",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3757,"June 29, 2012 ","Schwarzl Freizeitzentrum, Unterpremstätten, Austria",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3766,"June 29, 2012 ","Schwarzl Freizeitzentrum, Unterpremstätten, Austria",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3772,"June 29, 2012 ","Schwarzl Freizeitzentrum, Unterpremstätten, Austria",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3773,"June 29, 2012 ","Schwarzl Freizeitzentrum, Unterpremstätten, Austria",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3785,"June 27, 2012 ","St. Jakobshalle, Basel, Switzerland",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3794,"June 27, 2012 ","St. Jakobshalle, Basel, Switzerland",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3800,"June 27, 2012 ","St. Jakobshalle, Basel, Switzerland",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3801,"June 27, 2012 ","St. Jakobshalle, Basel, Switzerland",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3816,"June 24, 2012 ","Boeretang, Dessel, Belgium",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3826,"June 24, 2012 ","Boeretang, Dessel, Belgium",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3832,"June 24, 2012 ","Boeretang, Dessel, Belgium",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3833,"June 24, 2012 ","Boeretang, Dessel, Belgium",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3846,"June 22, 2012 ","Arena Concerti - Fiera Milano, Rho, Italy",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3854,"June 22, 2012 ","Arena Concerti - Fiera Milano, Rho, Italy",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3860,"June 22, 2012 ","Arena Concerti - Fiera Milano, Rho, Italy",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3863,"June 22, 2012 ","Arena Concerti - Fiera Milano, Rho, Italy",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3879,"June 19, 2012 ","Zénith Oméga, Toulon, France",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3887,"June 19, 2012 ","Zénith Oméga, Toulon, France",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3893,"June 19, 2012 ","Zénith Oméga, Toulon, France",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3895,"June 19, 2012 ","Zénith Oméga, Toulon, France",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3909,"June 18, 2012 ","Park&Suites Arena, Montpellier, France",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3918,"June 18, 2012 ","Park&Suites Arena, Montpellier, France",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3924,"June 18, 2012 ","Park&Suites Arena, Montpellier, France",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3926,"June 18, 2012 ","Park&Suites Arena, Montpellier, France",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3939,"June 16, 2012 ","Val de Moine, Clisson, France",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3948,"June 16, 2012 ","Val de Moine, Clisson, France",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3954,"June 16, 2012 ","Val de Moine, Clisson, France",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3955,"June 16, 2012 ","Val de Moine, Clisson, France",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3966,"June 14, 2012 ","Le Zénith, Toulouse, France",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
3975,"June 14, 2012 ","Le Zénith, Toulouse, France",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
3982,"June 14, 2012 ","Le Zénith, Toulouse, France",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
3983,"June 14, 2012 ","Le Zénith, Toulouse, France",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
3995,"June 11, 2012 ","Zénith Strasbourg Europe, Eckbolsheim, France",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
4004,"June 11, 2012 ","Zénith Strasbourg Europe, Eckbolsheim, France",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
4010,"June 11, 2012 ","Zénith Strasbourg Europe, Eckbolsheim, France",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
4011,"June 11, 2012 ","Zénith Strasbourg Europe, Eckbolsheim, France",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
4025,"June 10, 2012 ","Halle Tony Garnier, Lyon, France",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
4034,"June 10, 2012 ","Halle Tony Garnier, Lyon, France",2012 Europe & Israel Tour,You Could Be Mine,Use Your Illusion II
4041,"June 10, 2012 ","Halle Tony Garnier, Lyon, France",2012 Europe & Israel Tour,Civil War,Use Your Illusion II
4042,"June 10, 2012 ","Halle Tony Garnier, Lyon, France",2012 Europe & Israel Tour,Knockin' on Heaven's Door,Use Your Illusion II
4055,"June 8, 2012 ","Warsteiner HockeyPark, Mönchengladbach, Germany",2012 Europe & Israel Tour,Estranged,Use Your Illusion II
